scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-09-18,20:01,1,USA,331420450,6893538,+18942,202601,388.0,4169816,+14777,2521121,14226,20800,611,95573882,288377,1.0
2020-09-18,20:01,3,India,1382900689,5247627,+34941,84717,313.0,4143247,+33419,1019663,8944,3795,61,61572343,44524,3.0
2020-09-18,20:01,2,Brazil,212883816,4457443,,135031,,3753082,,569330,8318,20938,634,14617980,68666,2.0
2020-09-18,20:01,4,Russia,145948080,1091186,+5905,19195,134.0,901207,+5339,170784,2300,7477,132,42000000,287774,4.0
2020-09-18,20:01,6,Peru,33069039,750098,,31146,,594513,,124439,1439,22683,942,3614738,109309,2.0
2020-09-18,20:01,8,Colombia,50998462,743945,,23665,,615457,,104823,863,14588,464,3298415,64677,2.0
2020-09-18,20:01,7,Mexico,129221511,684113,+3182,72179,201.0,488416,+3392,123518,2557,5294,559,1549643,11992,1.0
2020-09-18,20:01,5,South Africa,59467369,655572,,15772,,585303,,54497,539,11024,265,3983533,66987,5.0
2020-09-18,20:01,9,Spain,46758719,654637,,30405,,,,,1331,14000,650,10756835,230050,4.0
2020-09-18,20:01,12,Argentina,45284429,601713,,12491,31.0,467286,+10939,121936,3108,13287,276,1682249,37149,2.0
2020-09-18,20:01,10,Chile,19151322,442827,+1677,12199,57.0,415981,+2053,14647,902,23123,637,2975891,155388,2.0
2020-09-18,20:01,11,Iran,84220988,416198,+3049,23952,144.0,355505,+1657,36741,3869,4942,284,3691399,43830,3.0
2020-09-18,20:01,19,France,65304832,415481,,31095,,90840,,293546,800,6362,476,10000000,153128,4.0
2020-09-18,20:01,13,UK,67962867,385936,+4322,41732,27.0,,,,127,5679,614,20521243,301948,4.0
2020-09-18,20:01,15,Bangladesh,165039541,345805,+1541,4881,22.0,252335,+1923,88589,,2095,30,1796509,10885,3.0
2020-09-18,20:01,14,Saudi Arabia,34928178,328720,+576,4430,31.0,308352,+1145,15938,1189,9411,127,5966884,170833,3.0
2020-09-18,20:01,21,Iraq,40409852,311690,+4305,8408,76.0,245305,+4205,57977,536,7713,208,2021586,50027,3.0
2020-09-18,20:01,16,Pakistan,221788860,304386,+752,6408,9.0,291683,+514,6295,579,1372,29,3090660,13935,3.0
2020-09-18,20:01,18,Turkey,84532416,299810,+1771,7377,62.0,264805,+1060,27628,1402,3547,87,9076278,107370,3.0
2020-09-18,20:01,17,Italy,60442405,294932,+1907,35668,10.0,216807,+853,42457,208,4880,590,10246163,169519,4.0
2020-09-18,20:01,22,Philippines,109890105,279526,+3257,4830,47.0,208790,+733,65906,1048,2544,44,3293210,29968,3.0
2020-09-18,20:01,20,Germany,83841923,270653,+1611,9463,6.0,241300,,19890,237,3228,113,14557136,173626,4.0
2020-09-18,20:01,23,Indonesia,274140070,236519,+3891,9336,114.0,170774,+4088,56409,,863,34,2841352,10365,3.0
2020-09-18,20:01,30,Israel,9197590,179071,+3815,1196,27.0,130024,+3695,47851,581,19469,130,2931763,318753,3.0
2020-09-18,20:01,28,Ukraine,43675866,169472,+3228,3468,68.0,75486,+1573,90518,177,3880,79,1925482,44086,4.0
2020-09-18,20:01,24,Canada,37812954,141565,+698,9201,1.0,123512,+403,8852,76,3744,243,6422063,169838,1.0
2020-09-18,20:01,26,Bolivia,11706734,129419,+547,7511,33.0,87716,+685,34192,71,11055,642,282838,24160,2.0
2020-09-18,20:01,25,Qatar,2807805,122917,+224,209,1.0,119822,+209,2886,59,43777,74,714183,254356,3.0
2020-09-18,20:01,27,Ecuador,17699585,122257,,11029,,97063,,14165,375,6907,623,370864,20953,2.0
2020-09-18,20:01,38,Romania,19209377,110217,+1527,4360,48.0,88235,+44991,17622,447,5738,227,2185923,113795,4.0
2020-09-18,20:01,29,Kazakhstan,18824434,107134,+78,1671,,101610,+155,3853,221,5691,89,2733455,145208,3.0
2020-09-18,20:01,32,Dominican Republic,10871122,106732,+596,2034,12.0,80179,+816,24519,210,9818,187,422070,38825,1.0
2020-09-18,20:01,34,Panama,4329082,104138,,2213,,77881,,24044,152,24055,511,417620,96468,1.0
2020-09-18,20:01,31,Egypt,102738349,101641,,5715,,87158,,8768,41,989,56,135000,1314,5.0
2020-09-18,20:01,37,Kuwait,4283910,98528,+704,580,5.0,88776,+865,9172,101,23000,135,701484,163749,3.0
2020-09-18,20:01,36,Belgium,11600514,97976,+2028,9936,1.0,18854,+44,69186,74,8446,857,2768761,238676,4.0
2020-09-18,20:01,49,Morocco,37003550,94504,,1714,,74930,,17860,261,2554,46,2295811,62043,5.0
2020-09-18,20:01,35,Oman,5133398,91753,,818,,84648,,6287,180,17874,159,309212,60235,3.0
2020-09-18,20:01,42,Netherlands,17143094,90047,+1974,6273,7.0,,,,65,5253,366,2042887,119167,4.0
2020-09-18,20:01,33,Sweden,10112810,88237,,5865,5.0,,,,15,8725,580,1393161,137762,4.0
2020-09-18,20:01,40,Guatemala,17984983,83664,,3036,,73260,,7368,5,4652,169,283578,15767,1.0
2020-09-18,20:01,41,UAE,9915789,83433,+865,403,1.0,72790,+673,10240,,8414,41,8562443,863516,3.0
2020-09-18,20:01,43,Poland,37837563,77328,+757,2270,17.0,63312,+587,11746,83,2044,60,3081867,81450,4.0
2020-09-18,20:01,44,Japan,126391624,77009,,1473,,69253,,6283,167,609,12,1786342,14133,3.0
2020-09-18,20:01,39,Belarus,9448646,75230,+243,773,2.0,73098,+131,1359,,7962,82,1700790,180004,4.0
2020-09-18,20:01,47,Honduras,9937794,70120,+460,2122,20.0,20677,+694,47321,20,7056,214,165904,16694,1.0
2020-09-18,20:01,46,Portugal,10190196,67176,+780,1894,6.0,45053,+259,20229,57,6592,186,2345680,230190,4.0
2020-09-18,20:01,56,Ethiopia,115551504,66913,,1060,,27085,,38768,300,579,9,1176252,10179,5.0
2020-09-18,20:01,57,Venezuela,28418294,64284,,520,,52564,,11200,146,2262,18,1864663,65615,2.0
2020-09-18,20:01,50,Bahrain,1713495,63189,,218,1.0,56087,,6884,39,36877,127,1301170,759366,3.0
2020-09-18,20:01,64,Nepal,29246701,61593,+2020,390,7.0,43820,+871,17383,,2106,13,894373,30580,3.0
2020-09-18,20:01,61,Costa Rica,5104063,60818,,666,,22662,,37490,245,11916,130,193045,37822,1.0
2020-09-18,20:01,45,Singapore,5860205,57543,+11,27,,57071,+32,445,,9819,5,2498073,426277,3.0
2020-09-18,20:01,48,Nigeria,207194373,56735,,1093,,48092,,7550,7,274,5,482321,2328,5.0
2020-09-18,20:01,58,Uzbekistan,33571712,50253,+626,419,6.0,46527,+557,3307,243,1497,12,1377915,41044,3.0
2020-09-18,20:01,55,Switzerland,8668205,49283,+488,2045,3.0,39900,,7338,29,5685,236,1251614,144391,4.0
2020-09-18,20:01,54,Algeria,44017064,49194,,1654,,34675,,12865,31,1118,38,,,5.0
2020-09-18,20:01,53,Armenia,2964445,46910,+239,926,1.0,42369,+138,3615,,15824,312,255927,86332,3.0
2020-09-18,20:01,51,Ghana,31208065,45714,,294,,44896,,524,5,1465,9,457092,14647,5.0
2020-09-18,20:01,62,Moldova,4031912,45648,+665,1186,16.0,33734,+495,10728,549,11322,294,246764,61203,4.0
2020-09-18,20:01,52,Kyrgyzstan,6546842,45244,+91,1063,,41415,+98,2766,24,6911,162,267718,40893,3.0
2020-09-18,20:01,70,Czechia,10713292,45228,+1073,494,5.0,23652,+275,21082,91,4222,46,1148880,107239,4.0
2020-09-18,20:01,60,Azerbaijan,10158720,38894,+117,572,1.0,36424,+135,1898,,3829,56,1041184,102492,3.0
2020-09-18,20:01,59,Afghanistan,39110298,38883,+11,1437,1.0,32576,+71,4870,93,994,37,107968,2761,3.0
2020-09-18,20:01,63,Kenya,54017393,36724,+148,646,4.0,23709,+98,12369,44,680,12,504988,9349,5.0
2020-09-18,20:01,67,Austria,9017463,36661,+808,763,5.0,28451,+407,7447,62,4066,85,1413965,156803,4.0
2020-09-18,20:01,71,Palestine,5125985,34401,+558,250,6.0,23333,+273,10818,,6711,49,359873,70206,3.0
2020-09-18,20:01,65,Serbia,8729645,32757,+62,739,1.0,31411,,607,20,3752,85,1063667,121845,4.0
2020-09-18,20:01,66,Ireland,4949527,32271,+248,1792,3.0,23364,,7115,14,6520,362,1030817,208266,4.0
2020-09-18,20:01,80,Paraguay,7151143,31113,,584,,16313,,14216,137,4351,82,241837,33818,2.0
2020-09-18,20:01,69,El Salvador,6493262,27346,+97,804,3.0,20825,+433,5717,93,4211,124,359765,55406,1.0
2020-09-18,20:01,68,Australia,25562804,26861,+48,837,5.0,23855,+63,2169,15,1051,33,7224163,282604,
2020-09-18,20:01,83,Lebanon,6818729,26768,,263,,10217,,16288,128,3926,39,689210,101076,3.0
2020-09-18,20:01,85,Libya,6891077,26438,+616,418,13.0,14207,+299,11813,,3837,61,176378,25595,5.0
2020-09-18,20:01,73,Bosnia and Herzegovina,3276320,24897,+292,752,5.0,17365,+146,6780,,7599,230,220278,67233,4.0
2020-09-18,20:01,74,S. Korea,51278779,22783,+126,377,5.0,19771,+228,2635,150,444,7,2206365,43027,3.0
2020-09-18,20:01,76,Denmark,5796614,21847,+454,635,,17110,+192,4102,3,3769,110,3246363,560045,4.0
2020-09-18,20:01,72,Cameroon,26682247,20303,,415,,18837,,1051,30,761,16,149000,5584,5.0
2020-09-18,20:01,75,Ivory Coast,26513133,19158,,120,,18330,,708,,723,5,147565,5566,5.0
2020-09-18,20:01,77,Bulgaria,6936886,18544,,749,,13391,,4404,37,2673,108,482823,69602,4.0
2020-09-18,20:01,79,North Macedonia,2083355,16417,+143,683,8.0,13732,+97,2002,4,7880,328,172700,82895,4.0
2020-09-18,20:01,105,Hungary,9654982,16111,+941,669,6.0,4240,+13,11202,29,1669,69,591618,61276,4.0
2020-09-18,20:01,78,Madagascar,27837665,15971,+46,217,1.0,14587,+40,1167,30,574,8,66460,2387,5.0
2020-09-18,20:01,92,Greece,10411859,14738,+338,327,2.0,3804,,10607,71,1416,31,1181712,113497,4.0
2020-09-18,20:01,81,Senegal,16834684,14645,+27,301,1.0,11051,+128,3293,29,870,18,163965,9740,5.0
2020-09-18,20:01,97,Croatia,4099687,14513,+234,244,6.0,12169,+236,2100,21,3540,60,249023,60742,4.0
2020-09-18,20:01,84,Zambia,18489439,13928,,326,,13029,,573,,753,18,135021,7303,5.0
2020-09-18,20:01,82,Sudan,44061334,13535,,836,,6759,,5940,,307,19,,,5.0
2020-09-18,20:01,86,Norway,5430329,12644,,266,,10371,,2007,2,2328,49,928024,170896,4.0
2020-09-18,20:01,94,Albania,2877111,12073,+125,353,6.0,6831,+43,4889,18,4196,123,73651,25599,4.0
2020-09-18,20:01,87,DRC,90116049,10442,,267,,9840,,335,,116,3,,,5.0
2020-09-18,20:01,89,Guinea,13205931,10183,+29,63,,9642,+30,478,24,771,5,29552,2238,5.0
2020-09-18,20:01,88,Malaysia,32453958,10147,+95,129,1.0,9264,+14,754,11,313,4,1417154,43667,3.0
2020-09-18,20:01,102,Namibia,2550552,10078,,108,,7685,,2285,16,3951,42,84688,33204,5.0
2020-09-18,20:01,90,French Guiana,300276,9659,+36,65,,9298,+31,296,4,32167,216,62400,207809,2.0
2020-09-18,20:01,100,Maldives,542542,9494,,33,,8033,,1428,12,17499,61,135958,250594,3.0
2020-09-18,20:01,93,Tajikistan,9582111,9259,+45,73,,8026,+38,1160,,966,8,,,3.0
2020-09-18,20:01,96,Finland,5542589,8858,+59,339,,7700,,819,3,1598,61,866092,156261,4.0
2020-09-18,20:01,91,Gabon,2236606,8678,,53,,7827,,798,5,3880,24,143996,64381,5.0
2020-09-18,20:01,123,Tunisia,11844983,8570,,133,,2342,,6095,47,724,11,179035,15115,5.0
2020-09-18,20:01,95,Haiti,11432052,8556,,220,,6315,,2021,,748,19,25752,2253,1.0
2020-09-18,20:01,101,Zimbabwe,14908642,7633,,224,,5841,,1568,,512,15,157144,10540,5.0
2020-09-18,20:01,98,Luxembourg,628122,7541,,124,,6641,,776,1,12006,197,767693,1222204,4.0
2020-09-18,20:01,109,Montenegro,628083,7503,,129,,4892,,2482,,11946,205,60011,95546,4.0
2020-09-18,20:01,99,Mauritania,4674801,7346,,161,,6865,,320,3,1571,34,77298,16535,5.0
2020-09-18,20:01,117,Slovakia,5460217,6256,+235,39,,3390,+102,2827,22,1146,7,403055,73817,4.0
2020-09-18,20:01,118,Mozambique,31434838,6161,,39,,3393,,2729,,196,1,119689,3808,5.0
2020-09-18,20:01,103,Malawi,19231751,5711,,179,,4000,,1532,4,297,9,49341,2566,5.0
2020-09-18,20:01,130,Uganda,46034419,5594,+214,61,1.0,2544,+55,2989,,122,1,444346,9652,5.0
2020-09-18,20:01,104,Djibouti,991036,5399,,61,,5333,,5,,5448,62,73416,74080,5.0
2020-09-18,20:01,111,Eswatini,1162725,5191,,103,,4439,,649,11,4465,89,31766,27320,5.0
2020-09-18,20:01,115,Cabo Verde,557273,5063,,49,,4465,,549,,9085,88,76576,137412,5.0
2020-09-18,20:01,106,Equatorial Guinea,1412318,5002,,83,,4509,,410,,3542,59,57119,40443,5.0
2020-09-18,20:01,107,Hong Kong,7510012,4997,+3,103,1.0,4696,+14,198,13,665,14,2783134,370590,3.0
2020-09-18,20:01,110,Nicaragua,6641305,4961,,147,,2913,,1901,,747,22,,,1.0
2020-09-18,20:01,112,Congo,5546138,4934,,88,,3887,,959,,890,16,,,5.0
2020-09-18,20:01,113,Cuba,11325108,4933,,109,,4230,,594,20,436,10,515969,45560,1.0
2020-09-18,20:01,108,CAR,4847400,4782,,62,,1830,,2890,2,987,13,31677,6535,5.0
2020-09-18,20:01,114,Suriname,587756,4671,,95,,4160,,416,7,7947,162,12462,21203,2.0
2020-09-18,20:01,122,Rwanda,13018502,4653,,23,,2817,,1813,,357,2,470218,36119,5.0
2020-09-18,20:01,168,Myanmar,54488177,4467,+424,70,10.0,1130,+186,3267,,82,1,212826,3906,3.0
2020-09-18,20:01,145,Jamaica,2963958,4374,,51,,1225,,3098,8,1476,17,70077,23643,1.0
2020-09-18,20:01,141,Jordan,10224752,4344,+213,29,3.0,2511,+96,1804,13,425,3,1045700,102271,3.0
2020-09-18,20:01,126,Slovenia,2079000,4195,+137,140,4.0,2939,+42,1116,11,2018,67,196338,94439,4.0
2020-09-18,20:01,133,Angola,33074172,3789,,144,,1405,,2240,16,115,4,65951,1994,5.0
2020-09-18,20:01,132,Syria,17588527,3691,,165,,903,,2623,,210,9,,,3.0
2020-09-18,20:01,125,Lithuania,2713795,3565,+61,87,,2181,+32,1297,,1314,32,716972,264195,4.0
2020-09-18,20:01,120,Mayotte,274176,3541,,40,,2964,,537,2,12915,146,13000,47415,5.0
2020-09-18,20:01,158,Trinidad and Tobago,1400469,3512,+78,60,,822,+8,2630,6,2508,43,28493,20345,1.0
2020-09-18,20:01,116,Thailand,69837937,3497,+7,58,,3328,+3,111,1,50,0.8,749213,10728,3.0
2020-09-18,20:01,128,Gambia,2430575,3473,,107,,1951,,1415,,1429,44,14554,5988,5.0
2020-09-18,20:01,161,Guadeloupe,400139,3426,,26,,837,,2563,28,8562,65,38505,96229,1.0
2020-09-18,20:01,119,Somalia,15984091,3390,,98,,2812,,480,,212,6,,,5.0
2020-09-18,20:01,142,Aruba,106864,3382,,23,,1742,,1617,11,31648,215,27347,255905,1.0
2020-09-18,20:01,121,Sri Lanka,21432641,3276,,13,,3043,,220,,153,0.6,262378,12242,3.0
2020-09-18,20:01,138,Bahamas,394047,3177,,69,,1626,,1482,65,8062,175,16386,41584,1.0
2020-09-18,20:01,146,Georgia,3987493,3119,+182,19,,1435,+13,1665,,782,5,529121,132695,3.0
2020-09-18,20:01,153,Réunion,896684,3099,,15,,1794,,1290,,3456,17,35419,39500,5.0
2020-09-18,20:01,124,Mali,20370108,2966,,128,,2311,,527,,146,6,46993,2307,5.0
2020-09-18,20:01,129,Estonia,1326729,2814,+36,64,,2357,+20,393,3,2121,48,182635,137658,4.0
2020-09-18,20:01,140,Malta,441798,2634,+39,17,1.0,1996,+18,621,2,5962,38,226330,512293,4.0
2020-09-18,20:01,127,South Sudan,11221627,2599,,49,,1290,,1260,,232,4,12044,1073,5.0
2020-09-18,20:01,148,Botswana,2361534,2567,,13,,624,,1930,1,1087,6,156054,66082,5.0
2020-09-18,20:01,134,Benin,12188538,2280,,40,,1950,,290,,187,3,169063,13871,5.0
2020-09-18,20:01,131,Guinea-Bissau,1977629,2275,,39,,1127,,1109,5,1150,20,,,5.0
2020-09-18,20:01,135,Iceland,341719,2230,+24,10,,2112,,108,,6526,29,244348,715055,4.0
2020-09-18,20:01,136,Sierra Leone,8010819,2133,,72,,1646,,415,,266,9,,,5.0
2020-09-18,20:01,159,Guyana,787371,2027,,60,,1302,,665,16,2574,76,11511,14620,2.0
2020-09-18,20:01,137,Yemen,29962452,2022,,585,,1221,,216,,67,20,,,3.0
2020-09-18,20:01,143,Uruguay,3476334,1876,,46,,1582,,248,,540,13,208293,59917,2.0
2020-09-18,20:01,139,New Zealand,5002100,1809,,25,,1714,,70,4,362,5,897077,179340,
2020-09-18,20:01,149,Burkina Faso,21020871,1767,,56,,1166,,545,,84,3,,,5.0
2020-09-18,20:01,151,Togo,8318907,1618,,41,,1243,,334,,194,5,80522,9679,5.0
